,code,all
1315,93738016,6
1316,9373801,6
1317,93738014,3
1318,93738010,3
1319,93738015,6
1320,9373807,6
1321,93738012,6
1322,93733014,6
1323,93733011,6
1324,9373308,6
1325,9373302,6
1326,93733015,6
1327,93733013,6
1328,93733010,6
1329,9373304,6
1330,93122010,4
1331,93122016,6
1332,9312208,6
1333,9312209,6
1334,9312207,5
1335,93122013,6
1336,93122012,3
1337,9312201,8
1338,93122015,6
1339,9312204,6
1340,93122011,6
1341,93122014,6
1342,9323908,6
1343,93239012,6
1344,93239011,6
1345,9323907,6
1346,93239013,6
1347,93239010,6
1348,9323904,6
1349,93239014,6
1350,9323901,6
1351,9323909,6
1352,9323905,6
1353,93239015,6
1354,93239016,6
1355,93803014,6
1356,93803018,6
1357,93803011,6
1358,93803010,6
1359,9380304,6
1360,9380301,6
1361,9380305,6
1362,9380308,6
1363,93803015,6
1364,9380306,6
1365,93803013,6
1366,9380309,6
1367,93803012,6
1368,9380307,6
1369,9371008,6
1370,93710014,3
1371,93710010,6
1372,9371004,6
1373,9371005,6
1374,9371007,6
1375,93710013,6
1376,93710011,6
1377,9371001,6
1378,93710012,6
1379,9371006,6
1380,9371003,6
1381,92207010,6
1382,9220707,6
1383,9220709,6
1384,9220708,6
1385,92207014,6
1386,9220705,6
1387,92207015,6
1388,92207013,6
1389,92207011,6
1390,9220704,6
1391,93237013,6
1392,9323707,3
1393,93237010,6
1394,9323701,6
1395,93237014,6
1396,9323708,6
1397,9323709,6
1398,93237011,6
1399,93237015,6
1400,93332013,6
1401,93332014,6
1402,93332010,6
1403,9333207,3
1404,9333201,6
1405,93332015,6
1406,93332012,9
1407,93332017,6
1408,93332018,6
1409,9333209,3
1410,9333208,3
1411,93332011,6
1412,9333202,3
1413,93640011,6
1414,93640013,6
1415,9364007,6
1416,93640014,6
1417,9364008,6
1418,93640015,6
1419,9364002,6
1420,93640010,6
1421,9364006,6
1422,9364005,6
1423,9364009,6
1424,9364001,9
1425,93401010,5
1426,9340107,6
1427,9340101,6
1428,93401013,6
1429,9340108,6
1430,93401016,6
1431,93401014,3
1432,93401012,6
1433,9340109,3
1434,93401015,6
1435,93401017,3
1436,9340105,6
1437,9340102,6
1438,9340106,6
1439,9340104,3
1440,93401011,6
1441,93534010,6
1442,93534013,6
1443,9353408,6
1444,9353407,6
1445,93534012,3
1446,93534011,6
1447,9353402,6
1448,93534015,6
1449,93531010,6
1450,93531014,6
1451,93531013,5
1452,9353108,6
1453,93531016,6
1454,93531015,6
1455,9353104,3
1456,93531011,6
1457,9353107,5
1458,93531012,6
1459,9353109,6
1460,9353101,6
1461,9380509,5
1462,9380508,6
1463,9380506,6
1464,93805011,5
1465,93805015,6
1466,93805014,5
1467,93805013,5
1468,93805012,6
1469,93805010,6
1470,9380502,6
1471,9380505,6
1472,9380507,6
1473,93805016,6
1474,9380503,6
1475,93805017,6
1476,93805018,6
1477,9380504,6
1478,9380501,3
1479,9230708,6
1480,92307016,6
1481,92307010,6
1482,9230707,9
1483,9230705,9
1484,92307013,9
1485,92307011,6
1486,92307017,3
1487,9340209,3
1488,93402013,6
1489,93402015,6
1490,93402010,6
1491,9340207,6
1492,9340204,3
1493,9340208,6
1494,9340205,6
1495,9340201,6
1496,93402014,6
1497,93402016,6
1498,93402017,6
1499,93402012,6
1500,93402011,6
1501,93633010,6
1502,9363307,6
1503,93633012,6
1504,9363306,6
1505,9363309,6
1506,93633015,6
1507,93633014,6
1508,93633011,6
1509,93633013,5
1510,9363308,6
1511,9363302,6
1512,9363301,6
1513,93633017,9
1514,9111907,6
1515,9111904,6
1516,9111901,6
1517,9111908,6
1518,91119012,6
1519,9111902,3
1520,91119013,6
1521,91119010,3
1522,9111906,9
1523,9111905,3
1524,91119011,6
1525,91119018,6
1526,9111909,9
1527,9111903,6
1528,91119014,6
1529,93645013,5
1530,93645014,6
1531,93645010,6
1532,9364507,6
1533,93645012,6
1534,93645015,9
1535,93645018,9
1536,93645011,6
1537,9364509,3
1538,9364508,6
1539,93645017,6
1540,93645016,6
1541,9364501,6
1542,9364504,6
1543,93809014,6
1544,9380909,5
1545,93809015,6
1546,9380908,6
1547,93809011,5
1548,9380905,6
1549,93809012,6
1550,93809010,6
1551,93809013,5
1552,9380907,6
1553,9380906,6
1554,9380901,6
1555,9380904,6
1556,93809017,6
1557,9380902,6
1558,93606011,6
1559,93606012,6
1560,9360609,9
1561,9360603,9
1562,93606014,6
1563,93606010,9
1564,9360608,6
1565,93606013,6
1566,9360607,6
1567,93606016,6
1568,9360602,6
1569,9360604,9
1570,9360606,9
1571,93606017,6
1572,9360601,6
1573,9360605,6
1574,93238012,6
1575,9323807,6
1576,92110014,6
1577,92110011,6
1578,9211005,6
1579,92110013,6
1580,9211008,6
1581,9211007,6
1582,93106014,6
1583,9310607,6
1584,93106015,9
1585,93106013,6
1586,9310604,3
1587,93106010,3
1588,9310608,6
1589,93106012,6
1590,93106011,6
1591,9310602,6
1592,92901013,6
1593,9290109,6
1594,92901015,9
1595,9290107,6
1596,92901014,6
1597,92901010,6
1598,92901016,6
1599,9290108,6
1600,92901011,9
1601,92901012,6
1602,93302010,6
1603,93302014,6
1604,9330208,6
1605,93302011,6
1606,9330209,6
1607,93302013,6
1608,93302012,6
1609,9330201,6
1610,93302018,6
1611,9330207,6
1612,93302015,6
1613,9330205,6
1614,9110407,6
1615,9110401,6
1616,91104013,6
1617,91104011,6
1618,9110406,6
1619,9110404,6
1620,93502014,6
1621,9350207,6
1622,9350209,6
1623,93502015,6
1624,9350206,6
1625,9350202,6
1626,93502017,6
1627,93502013,5
1628,93502011,6
1629,93502010,6
1630,9350205,3
1631,93502018,6
1632,9350208,6
1633,93502012,6
1634,9350204,6
1635,93502016,6
1636,93505014,6
1637,93505011,6
1638,9350507,6
1639,9350506,6
1640,93505013,6
1641,93505010,6
1642,9350505,6
1643,9350504,6
1644,93505017,6
1645,9350501,6
1646,93505015,6
1647,93505016,9
1648,9350508,6
1649,93505012,6
1650,9312309,6
1651,9312308,6
1652,93123016,6
1653,93123010,6
1654,93123014,6
1655,93123011,6
1656,9312304,6
1657,93123015,6
1658,9312307,3
1659,9312301,6
1660,9343409,6
1661,9343408,6
1662,93434014,6
1663,93434016,6
1664,93434017,6
1665,93434015,6
1666,9343403,6
1667,93434010,3
1668,93434012,6
1669,93434011,3
1670,93434013,6
1671,9343407,6
1672,9343406,6
1673,93703015,6
1674,93703010,6
1675,9370301,6
1676,9370308,6
1677,93703013,6
1678,9370304,6
1679,93703011,6
1680,93703012,6
1681,93703014,6
1682,9112304,6
1683,9112309,6
1684,91123013,5
1685,91123011,6
1686,91123014,3
1687,9112303,6
1688,91123012,6
1689,91123018,3
1690,91123015,5
1691,91123010,6
1692,9112301,6
1693,9112302,3
1694,9112305,6
1695,9112306,6
1696,9112307,6
1697,91123016,6
1698,9112308,6
1699,9310509,6
1700,93105011,6
1701,93105012,6
1702,93105013,6
1703,9310507,6
1704,9310508,6
1705,93105016,6
1706,93105014,6
1707,9310502,6
1708,93105010,6
1709,9310504,9
1710,9310908,6
1711,93109011,6
1712,93109013,6
1713,93109014,6
1714,93109010,6
1715,93109016,9
1716,9310904,6
1717,93109012,6
1718,9310909,3
1719,9310907,3
1720,9310905,6
1721,9310902,6
1722,93435014,6
1723,93435010,6
1724,93435018,3
1725,93435013,6
1726,93435017,6
1727,93435016,6
1728,9343504,6
1729,9343505,6
1730,93436013,6
1731,93436011,6
1732,93436010,6
1733,93436016,6
1734,93436014,6
1735,9343609,9
1736,9343607,3
1737,9343608,6
1738,93537010,6
1739,9353707,6
1740,9353704,6
1741,93537013,6
1742,93537014,6
1743,9353708,6
1744,93537011,6
1745,93537012,6
1746,9353709,3
1747,9353705,6
1748,9353702,6
1749,93537015,6
1750,93537016,9
1751,9353701,9
1752,9210309,6
1753,9210304,3
1754,92103014,6
1755,92103011,6
1756,9210307,6
1757,9210305,6
1758,9210303,6
1759,93504014,6
1760,93504011,6
1761,93504013,5
1762,9350408,6
1763,9350406,9
1764,93504010,6
1765,9350407,6
1766,9350404,6
1767,9350401,6
1768,93504017,6
1769,93504016,6
1770,93504015,6
1771,92306014,6
1772,9230608,6
1773,92306010,6
1774,92306017,3
1775,9230605,9
1776,9230604,6
1777,92306013,6
1778,9230607,6
1779,93806015,6
1780,93806012,6
1781,93806011,6
1782,93806014,6
1783,93806017,6
1784,93806013,6
1785,93806016,6
1786,9380607,6
1787,9380609,6
1788,93806010,6
1789,9380604,6
1790,93538015,6
1791,93538013,5
1792,93538012,6
1793,9353808,6
1794,93538014,6
1795,93538011,6
1796,93538010,6
1797,9353807,6
1798,9353809,6
1799,93538017,6
1800,9353803,6
1801,9353806,6
1802,9353805,9
1803,93538016,6
1804,9353804,6
1805,9353801,6
1806,92204014,3
1807,9220408,6
1808,92204013,6
1809,92204010,3
1810,9220405,6
1811,92204015,6
1812,92204017,3
1813,92204016,3
1814,92204011,3
1815,9220406,6
1816,9220407,6
1817,92302014,6
1818,9230208,6
1819,9230207,9
1820,92302017,3
1821,93811013,5
1822,9381107,6
1823,93811015,6
1824,93811014,6
1825,93811011,6
1826,9381104,6
1827,93811016,6
1828,9381108,6
1829,93811012,6
1830,93811010,6
1831,9381101,6
1832,9381109,6
1833,93811017,6
1834,9381105,6
1835,93646013,6
1836,9364607,6
1837,9364609,6
1838,93646010,6
1839,93646014,6
1840,9364604,6
1841,9364608,6
1842,93646012,6
1843,93646011,6
1844,9364605,6
1845,9364602,6
1846,9364606,6
1847,93646015,6
1848,93646016,9
1849,93646017,9
1850,9364603,6
1851,9374007,6
1852,9374009,6
1853,93740013,6
1854,9374008,6
1855,93740014,9
1856,93740017,9
1857,9374005,9
1858,93740011,6
1859,93740010,6
1860,93705013,3
1861,93705010,6
1862,9370502,3
1863,9370508,3
1864,93705012,6
1865,93705014,6
1866,9370501,6
1867,9370507,6
1868,9381007,6
1869,9381008,6
1870,93810010,6
1871,9381001,6
1872,9381004,6
1873,93810013,5
1874,93810014,6
1875,9381002,6
1876,9381009,6
1877,93810015,6
1878,9381005,6
1879,93810017,6
1880,9381006,6
1881,93810016,6
1882,93810011,6
1883,93838014,6
1884,93838012,6
1885,93838010,6
1886,93838011,6
1887,93838013,6
1888,9383808,6
1889,9383807,6
1890,93639015,6
1891,9363909,6
1892,93639010,6
1893,93639013,6
1894,9363907,3
1895,93639012,6
1896,93639014,6
1897,93639011,6
1898,9363908,6
1899,9111509,6
1900,91115014,6
1901,92504014,6
1902,9250408,6
1903,92504013,6
1904,9250407,6
1905,9250404,6
1906,9250401,6
1907,92504012,6
1908,92504011,6
1909,9250402,6
1910,92504015,6
1911,92504010,3
1912,92504016,6
1913,9250409,9
1914,9320209,6
1915,93202013,6
1916,93202016,6
1917,93202014,6
1918,9320207,6
1919,93202010,6
1920,9320204,6
1921,9320201,6
1922,93202015,6
1923,9320206,6
1924,93202012,3
1925,93202011,6
1926,9320208,6
1927,93202018,3
1928,9363708,6
1929,93637010,6
1930,93637013,6
1931,93637012,6
1932,9363705,6
1933,9363707,6
1934,9363701,3
1935,93637011,6
1936,93637016,9
1937,93637015,3
1938,9363704,6
1939,93732010,6
1940,9373204,6
1941,93732013,3
1942,9373209,6
1943,9373207,3
1944,93732011,6
1945,9370808,6
1946,9370802,6
1947,93708013,6
1948,9370809,6
1949,93708010,6
1950,93708011,6
1951,9370805,6
1952,93708016,6
1953,93708012,6
1954,9370803,6
1955,9370807,6
1956,93708014,3
1957,93708015,9
1958,93601010,6
1959,93601014,6
1960,9360105,6
1961,93601016,6
1962,93601012,6
1963,93601011,6
1964,93601015,6
1965,9360107,6
1966,93601013,6
1967,9360108,3
1968,9360104,6
1969,9360101,6
1970,93601018,9
1971,93601017,9
1972,9360109,6
1973,9360102,6
1974,92603013,6
1975,92603010,6
1976,92603014,3
1977,9260308,6
1978,92603011,6
1979,9260304,6
1980,9260305,6
1981,9260302,6
1982,9260307,6
1983,92603015,6
1984,92603012,6
1985,92603017,6
1986,91121013,6
1987,9112102,9
1988,9112108,6
1989,91121015,6
1990,9112105,9
1991,9112107,9
1992,91121010,6
1993,91121016,6
1994,9112106,6
1995,9112104,6
1996,91121011,6
1997,91112013,6
1998,9111207,3
1999,91112010,6
2000,9111201,6
2001,91112015,6
2002,91112011,9
2003,9111209,9
2004,93743012,6
2005,93743014,6
2006,93743015,6
2007,93743010,6
2008,9374304,6
2009,93743011,6
2010,9374307,6
2011,93641011,6
2012,93641014,6
2013,93641013,6
2014,9364109,6
2015,9364107,9
2016,93641010,6
2017,9364102,6
2018,9364104,6
2019,9364108,6
2020,93641015,3
2021,9364101,9
2022,92502018,6
2023,92502011,6
2024,9250207,3
2025,9250209,6
2026,9250206,6
2027,92502010,6
2028,9250208,6
2029,92502014,3
2030,92502017,3
2031,9250202,6
2032,92502016,6
2033,92502015,6
2034,9250205,3
2035,9250204,6
2036,91125015,6
2037,9112507,6
2038,9112501,6
2039,9112505,6
2040,91125012,9
2041,9112509,6
2042,92402012,6
2043,92402013,6
2044,92402015,9
2045,92402014,6
2046,9240201,6
2047,9240207,6
2048,92402011,6
2049,9240209,6
2050,9240208,6
2051,92402010,6
2052,9240204,9
2053,92403012,6
2054,9240309,6
2055,92403014,6
2056,92403010,6
2057,9240307,6
2058,92403015,6
2059,92403013,6
2060,9220209,6
2061,9220205,6
2062,92202011,6
2063,92202013,6
2064,92202010,6
2065,9220207,6
2066,9220208,6
2067,9220206,3
2068,92202014,3
2069,9220202,6
2070,9220201,6
2071,92401013,6
2072,92401010,6
2073,9240104,6
2074,92401016,6
2075,9240107,6
2076,9240101,3
2077,9240109,6
2078,92401014,6
2079,92401012,6
2080,92401017,6
2081,9240102,3
2082,93648014,6
2083,93648013,6
2084,93648011,6
2085,9364808,6
2086,93648012,6
2087,93648017,6
2088,93648015,3
2089,93334012,6
2090,93334011,6
2091,93334015,6
2092,93334013,6
2093,93334018,6
2094,93334016,6
2095,9333407,6
2096,93116016,6
2097,93116010,6
2098,93116013,6
2099,9311604,6
2100,9311607,6
2101,93116012,6
2102,9311608,6
2103,9311609,6
2104,93116015,6
2105,93117016,9
2106,93117010,6
2107,93117013,6
2108,9311709,6
2109,9311708,3
2110,9311707,3
2111,93117014,9
2112,93117012,3
2113,93808013,6
2114,93808010,6
2115,9380806,6
2116,9380807,6
2117,9380804,6
2118,9380808,6
2119,93808011,6
2120,93808014,6
2121,9380801,6
2122,9380802,6
2123,9380805,6
2124,9380809,6
2125,9380803,6
2126,93808016,6
2127,93433011,6
2128,93433015,6
2129,9343308,6
2130,93433017,6
2131,93433014,6
2132,93433013,5
2133,9343305,9
2134,93433012,6
2135,93433016,9
2136,93433010,6
2137,9343302,9
2138,9343307,6
2139,9343304,6
2140,9343309,9
2141,9263108,6
2142,92631011,6
2143,9263102,6
2144,92631015,3
2145,92631013,6
2146,92631010,6
2147,9263101,6
2148,9263106,3
2149,9263107,3
2150,9263105,6
2151,92631012,6
2152,9263109,6
2153,92631016,9
2154,92631014,3
2155,9353507,6
2156,93535010,6
2157,9353504,6
2158,93535012,6
2159,9353509,6
2160,93535014,6
2161,93535013,6
2162,93535011,3
2163,93535015,6
2164,93831010,6
2165,9383107,6
2166,93831012,6
2167,93831013,6
2168,9383101,3
2169,93836010,6
2170,9383601,6
2171,9383604,9
2172,9383605,6
2173,93836013,6
2174,9383608,6
2175,93836011,6
2176,93836014,9
2177,93836012,6
2178,93836015,6
2179,93836016,9
2180,9383607,6
2181,93832010,6
2182,9383207,6
2183,9383201,6
2184,93832013,6
2185,93832016,6
2186,93832012,3
2187,9383208,6
2188,9383205,6
2189,93832014,6
2190,93832011,6
2191,93840010,6
2192,9384008,6
2193,93840015,6
2194,93840012,6
2195,93840013,5
2196,93840014,6
2197,9384002,6
2198,9384005,6
2199,93840018,6
2200,93840017,6
2201,9384007,6
2202,93840011,6
2203,93840016,9
2204,92131010,6
2205,9213107,6
2206,9213104,6
2207,92131014,6
2208,92131013,6
2209,9213105,6
2210,9213108,6
2211,92131011,6
2212,92131015,6
2213,9213101,6
2214,9213106,6
2215,92131012,6
2216,9213109,6
2217,92131018,9
2218,92131017,6
2219,9213102,6
2220,92131016,6
2221,92112013,6
2222,92112014,6
2223,92112010,3
2224,9211209,9
2225,9211208,9
2226,9211207,6
2227,9211204,6
2228,92111011,6
2229,92111014,6
2230,92111016,6
2231,92111010,6
2232,9211107,6
2233,9211109,6
2234,93632010,9
2235,93632012,6
2236,93632013,6
2237,9363208,6
2238,93632011,6
2239,9363202,6
2240,9363207,6
2241,93632015,9
2242,93632014,6
2243,9363201,6
2244,9363209,6
2245,92601010,6
2246,92601013,6
2247,9260107,6
2248,92601015,9
2249,92601011,6
2250,92601012,6
2251,93833017,6
2252,93833011,6
2253,9383305,6
2254,9383304,6
2255,9383309,6
2256,93833016,6
2257,93833014,6
2258,93833013,6
2259,9383308,6
2260,93833010,6
2261,93833012,6
2262,93833018,6
2263,9383306,6
2264,93333010,6
2265,9333307,6
2266,9333301,6
2267,9333309,6
2268,93333013,6
2269,93333011,3
2270,93333014,3
2271,92404011,6
2272,9240408,3
2273,9240402,6
2274,9240407,6
2275,92404013,6
2276,92404010,6
2277,9240404,6
2278,9240401,6
2279,92404012,9
2280,9240403,9
2281,9210404,6
2282,9210401,3
2283,92104010,6
2284,92104013,6
2285,92104012,6
2286,9210405,6
2287,92104014,6
2288,92104015,6
2289,9210408,6
2290,92104011,9
2291,92104016,6
2292,91120013,6
2293,91120015,9
2294,91120010,3
2295,91120012,6
2296,9112006,6
2297,9112004,3
2298,91120014,6
2299,9112007,3
2300,9112008,9
2301,92231014,6
2302,9223104,6
2303,92231013,6
2304,92231010,6
2305,9223101,6
2306,9223108,6
2307,92231011,6
2308,92231015,6
2309,9223107,6
2310,92231012,6
2311,93834012,6
2312,93834010,6
2313,9383407,6
2314,93834013,6
2315,9383408,6
2316,93834015,6
2317,93834016,6
2318,93834014,6
2319,93834011,6
2320,93707011,6
2321,93707010,3
2322,93707014,3
2323,93707015,3
2324,9370705,3
2325,9370709,6
2326,93707013,6
2327,93707012,3
2328,9370708,3
2329,9370706,6
2330,93635012,6
2331,9363509,6
2332,93635014,9
2333,93635013,6
2334,93635015,9
2335,93635011,6
2336,93635010,6
2337,9363508,9
2338,93635016,9
2339,93635018,6
2340,9363505,6
2341,92604010,6
2342,9260407,6
2343,9260404,6
2344,92604014,6
2345,9260408,6
2346,92604011,6
2347,92604013,6
2348,9210807,6
2349,92108013,6
2350,9210804,6
2351,9210808,9
2352,92113013,6
2353,9211309,6
2354,9211306,9
2355,92113012,9
2356,92114010,6
2357,9211406,9
2358,9211404,6
2359,9211401,9
2360,9211408,6
2361,93503014,3
2362,93503013,6
2363,93503016,6
2364,9350307,6
2365,93503015,3
2366,9350303,9
2367,9350306,6
2368,93503018,6
2369,93503010,6
2370,9350304,3
2371,93503011,6
2372,9350308,6
2373,9350309,6
2374,93636014,6
2375,93636010,6
2376,93636016,9
2377,93636012,6
2378,9363604,9
2379,9363607,6
2380,9363601,3
2381,93636015,9
2382,9363609,6
2383,93636013,9
2384,9363608,6
2385,9363602,6
2386,93636011,9
2387,92107012,6
2388,92107014,6
2389,92107017,6
2390,92107011,6
2391,9210707,6
2392,9210701,6
2393,9111107,6
2394,91111010,6
2395,9111101,6
2396,91111013,6
2397,91111016,3
2398,91111014,6
2399,9111105,6
2400,91111015,6
2401,93536013,6
2402,9353605,6
2403,93536016,6
2404,93536015,9
2405,93536010,9
2406,9353607,6
2407,93536011,6
2408,9353608,6
2409,93739013,6
2410,93739016,6
2411,93739011,6
2412,9373909,6
2413,93739012,3
2414,93739010,6
2415,9220305,3
2416,9220308,3
2417,9220304,6
2418,9220302,6
2419,92203015,6
2420,9373704,6
2421,93737010,6
2422,93737017,6
2423,93737014,6
2424,93737013,3
2425,9373707,6
2426,93737012,6
2427,93737011,6
2428,9220608,6
2429,9220609,6
2430,9220603,6
2431,92206017,6
2432,92206012,3
2433,92206010,3
2434,92206013,3
2435,9220606,6
2436,92206014,6
2437,93734016,3
2438,93734013,3
2439,93734010,3
2440,93734011,6
2441,9373402,6
2442,93734014,6
2443,93839014,6
2444,93839013,6
2445,93839010,6
2446,9383908,6
2447,93839011,6
2448,9383905,6
2449,9210605,6
2450,9210608,6
2451,92106012,6
2452,92106011,6
2453,9210602,9
2454,92106013,3
2455,92106014,6
2456,92106016,9
2457,92106010,3
2458,92106017,9
2459,9220105,3
2460,9220106,6
2461,9220109,3
2462,92201014,3
2463,92201012,6
2464,92201011,3
2465,9220101,6
2466,92201013,3
2467,92201016,3
2468,92201010,6
2469,9220107,3
2470,93331014,6
2471,93331016,6
2472,93331010,3
2473,9333108,6
2474,93331013,3
2475,9333107,9
2476,93331011,3
2477,9333104,6
2478,9333105,3
2479,93331015,6
2480,93643013,6
2481,93643012,6
2482,9364305,6
2483,9364309,6
2484,9364308,6
2485,93643010,6
2486,9364304,6
2487,93643016,6
2488,93644013,4
2489,93644014,6
2490,93644016,6
2491,93644017,6
2492,9364407,6
2493,93644010,6
2494,9364404,6
2495,9364401,6
2496,93644011,6
2497,9364408,6
2498,93644012,6
2499,92405013,6
2500,9240507,6
2501,9240509,9
2502,93647015,6
2503,93647014,6
2504,9364707,6
2505,93647012,6
2506,93647011,6
2507,9364708,6
2508,9364702,6
2509,93647013,6
2510,93647010,9
2511,9364704,9
2512,9364701,9
2513,93642011,3
2514,93642012,6
2515,9364207,6
2516,93642016,6
2517,93642014,3
2518,9364208,3
2519,93642015,6
2520,93642013,6
2521,93642018,6
2522,9364206,9
2523,93642010,6
2524,9360407,6
2525,9360408,9
2526,9360409,9
2527,93604012,6
2528,93604010,6
2529,93604011,6
2530,93604013,9
2531,93604016,6
2532,9360404,6
2533,9360401,3
2534,92501012,6
2535,92501013,6
2536,9250107,6
2537,92501016,6
2538,9250101,3
2539,9250106,6
2540,92205012,6
2541,92205011,6
2542,92205013,6
2543,9111702,6
2544,9111704,9
2545,91117013,3
2546,9111707,6
2547,93506016,6
2548,93506010,6
2549,93506013,6
2550,93506011,6
2551,93506014,6
2552,93506012,6
2553,9333907,9
2554,93432014,3
2555,93432011,6
2556,92115014,6
2557,92115011,6
2558,9211505,6
2559,9211504,6
2560,92115013,6
2561,9211507,6
